date_of_campaign,facebook_ad_views,facebook_ad_clicks,facebook_ad_conversions,facebook_cost_per_ad,facebook_ctr,facebook_conversion_rate,facebook_cost_per_click,adword_ad_views,adword_ad_clicks,adword_ad_conversions,adword_cost_per_ad,adword_ctr,adword_conversion_rate,adword_cost_per_click
2023-06-04,5737,229,84,256.48,3.99,36.68,1.12,8299,414,24,107.5,4.99,5.8,0.26
2023-06-05,5427,217,78,154.07,4.0,35.94,0.71,11920,594,12,111.17,4.98,2.02,0.19
2023-06-06,4568,182,66,198.38,3.98,36.26,1.09,8415,419,55,99.64,4.98,13.13,0.24
2023-06-07,3956,158,54,96.38,3.99,34.18,0.61,10593,528,31,61.43,4.98,5.87,0.12
2023-06-08,5738,229,91,190.07,3.99,39.74,0.83,7968,397,30,86.78,4.98,7.56,0.22
2023-06-09,4636,185,60,236.8,3.99,32.43,1.28,7368,367,8,74.71,4.98,2.18,0.2
2023-06-10,4291,171,62,160.74,3.99,36.26,0.94,7232,360,59,114.41,4.98,16.39,0.32
2023-06-11,4440,177,55,200.01,3.99,31.07,1.13,9242,461,40,64.54,4.99,8.68,0.14
2023-06-12,4191,167,53,192.05,3.98,31.74,1.15,10083,503,48,105.1,4.99,9.54,0.21
2023-06-13,4066,162,53,217.08,3.98,32.72,1.34,7920,395,46,76.85,4.99,11.65,0.19
2023-06-14,3284,131,53,107.42,3.99,40.46,0.82,7688,383,15,135.91,4.98,3.92,0.35
2023-06-15,5444,217,77,258.23,3.99,35.48,1.19,11272,562,32,86.84,4.99,5.69,0.15
2023-06-16,3011,120,39,175.2,3.99,32.5,1.46,8469,422,45,86.02,4.98,10.66,0.2
2023-06-17,4630,185,66,227.55,4.0,35.68,1.23,11725,585,35,133.87,4.99,5.98,0.23
2023-06-18,5546,221,77,218.79,3.98,34.84,0.99,11259,561,6,93.39,4.98,1.07,0.17
2023-06-19,3753,150,50,169.5,4.0,33.33,1.13,10622,530,52,137.03,4.99,9.81,0.26
2023-06-20,5082,203,64,251.72,3.99,31.53,1.24,9100,454,33,61.93,4.99,7.27,0.14
2023-06-21,5774,230,87,255.3,3.98,37.83,1.11,9265,462,19,84.51,4.99,4.11,0.18
2023-06-22,5896,235,83,122.2,3.99,35.32,0.52,10789,538,16,113.3,4.99,2.97,0.21
2023-06-23,3089,123,53,84.87,3.98,43.09,0.69,7823,390,30,131.27,4.99,7.69,0.34
2023-06-24,3775,151,57,197.81,4.0,37.75,1.31,10431,520,17,80.51,4.99,3.27,0.15
2023-06-25,5652,226,81,174.02,4.0,35.84,0.77,11151,556,15,134.44,4.99,2.7,0.24
2023-06-26,4625,185,62,227.55,4.0,33.51,1.23,11213,559,51,107.53,4.99,9.12,0.19
2023-06-27,3417,136,42,118.32,3.98,30.88,0.87,7797,389,36,124.08,4.99,9.25,0.32
2023-06-28,3114,124,42,126.48,3.98,33.87,1.02,7779,388,46,91.78,4.99,11.86,0.24
2023-06-29,3616,144,44,82.08,3.98,30.56,0.57,9850,491,22,76.97,4.98,4.48,0.16
2023-06-30,3825,153,56,104.04,4.0,36.6,0.68,9892,493,13,132.9,4.98,2.64,0.27
2023-07-01,4649,185,72,270.1,3.98,38.92,1.46,8893,443,57,134.65,4.98,12.87,0.3
2023-07-02,4516,180,61,250.2,3.99,33.89,1.39,10306,514,36,99.81,4.99,7.0,0.19
2023-07-03,3412,136,52,156.4,3.99,38.24,1.15,9902,494,28,60.52,4.99,5.67,0.12
2023-07-04,3728,149,48,143.04,4.0,32.21,0.96,11803,589,46,68.78,4.99,7.81,0.12
2023-07-05,5808,232,79,273.76,3.99,34.05,1.18,10718,534,16,105.84,4.98,3.0,0.2
2023-07-06,3675,147,47,164.64,4.0,31.97,1.12,7021,350,30,61.9,4.99,8.57,0.18
2023-07-07,4892,195,57,208.65,3.99,29.23,1.07,8500,424,53,91.75,4.99,12.5,0.22
2023-07-08,5504,220,76,123.2,4.0,34.55,0.56,7842,391,17,84.27,4.99,4.35,0.22
2023-07-09,5967,238,83,268.94,3.99,34.87,1.13,8760,437,47,117.15,4.99,10.76,0.27
2023-07-10,5239,209,78,265.43,3.99,37.32,1.27,10641,531,47,64.45,4.99,8.85,0.12
2023-07-11,5786,231,84,344.19,3.99,36.36,1.49,7191,358,56,99.1,4.98,15.64,0.28
2023-07-12,4122,164,61,83.64,3.98,37.2,0.51,7395,369,39,106.33,4.99,10.57,0.29
2023-07-13,4571,182,58,223.86,3.98,31.87,1.23,11662,582,40,109.38,4.99,6.87,0.19
2023-07-14,3977,159,57,170.13,4.0,35.85,1.07,11326,565,45,92.41,4.99,7.96,0.16
2023-07-15,4008,160,63,148.8,3.99,39.38,0.93,7873,392,56,84.35,4.98,14.29,0.22
2023-07-16,5143,205,73,129.15,3.99,35.61,0.63,9621,480,53,114.6,4.99,11.04,0.24
2023-07-17,4687,187,74,170.17,3.99,39.57,0.91,11335,565,47,127.81,4.98,8.32,0.23
2023-07-18,5710,228,89,193.8,3.99,39.04,0.85,7089,353,57,115.49,4.98,16.15,0.33
2023-07-19,3036,121,41,96.8,3.99,33.88,0.8,9279,463,17,134.57,4.99,3.67,0.29
2023-07-20,4548,181,59,222.63,3.98,32.6,1.23,7456,372,8,117.38,4.99,2.15,0.32
2023-07-21,5326,213,70,255.6,4.0,32.86,1.2,9280,463,41,121.17,4.99,8.86,0.26
2023-07-22,5264,210,65,228.9,3.99,30.95,1.09,11449,571,51,73.43,4.99,8.93,0.13
2023-07-23,5914,236,80,339.84,3.99,33.9,1.44,8004,399,35,93.56,4.99,8.77,0.23
2023-07-24,3872,154,59,130.9,3.98,38.31,0.85,11534,575,27,98.8,4.99,4.7,0.17
2023-07-25,4821,192,56,142.08,3.98,29.17,0.74,7344,366,53,80.5,4.98,14.48,0.22
2023-07-26,4296,171,54,198.36,3.98,31.58,1.16,9711,484,33,102.28,4.98,6.82,0.21
2023-07-27,5109,204,70,142.8,3.99,34.31,0.7,11752,586,49,83.26,4.99,8.36,0.14
2023-07-28,3595,143,45,117.26,3.98,31.47,0.82,9462,472,39,115.0,4.99,8.26,0.24
2023-07-29,4903,196,65,141.12,4.0,33.16,0.72,8116,405,56,97.62,4.99,13.83,0.24
2023-07-30,3728,149,49,84.93,4.0,32.89,0.57,7625,380,59,96.7,4.98,15.53,0.25
2023-07-31,4365,174,59,231.42,3.99,33.91,1.33,11379,567,12,138.69,4.98,2.12,0.24
2023-08-01,3396,135,43,101.25,3.98,31.85,0.75,8979,448,59,91.4,4.99,13.17,0.2
2023-08-02,3698,147,47,142.59,3.98,31.97,0.97,10994,548,58,88.98,4.98,10.58,0.16
2023-08-03,5224,208,77,112.32,3.98,37.02,0.54,8678,433,30,85.49,4.99,6.93,0.2
2023-08-04,4635,185,69,222.0,3.99,37.3,1.2,7222,360,41,131.58,4.98,11.39,0.37
2023-08-05,3395,135,40,112.05,3.98,29.63,0.83,7743,386,26,99.74,4.99,6.74,0.26
2023-08-06,5492,219,62,271.56,3.99,28.31,1.24,7462,372,24,108.0,4.99,6.45,0.29
2023-08-07,3075,123,48,111.93,4.0,39.02,0.91,8568,427,16,74.47,4.98,3.75,0.17
2023-08-08,3264,130,39,91.0,3.98,30.0,0.7,10347,516,42,103.28,4.99,8.14,0.2
2023-08-09,5502,220,78,222.2,4.0,35.45,1.01,8736,436,39,81.97,4.99,8.94,0.19
2023-08-10,4819,192,59,120.96,3.98,30.73,0.63,11039,550,8,118.45,4.98,1.45,0.22
2023-08-11,3717,148,58,139.12,3.98,39.19,0.94,10951,546,15,126.6,4.99,2.75,0.23
2023-08-12,5782,231,93,189.42,4.0,40.26,0.82,7664,382,54,117.18,4.98,14.14,0.31
2023-08-13,3850,154,54,217.14,4.0,35.06,1.41,8356,417,34,118.42,4.99,8.15,0.28
2023-08-14,4390,175,60,98.0,3.99,34.29,0.56,8014,399,34,101.0,4.98,8.52,0.25
2023-08-15,3143,125,42,148.75,3.98,33.6,1.19,9132,455,55,116.97,4.98,12.09,0.26
2023-08-16,3884,155,58,105.4,3.99,37.42,0.68,9668,482,56,93.81,4.99,11.62,0.19
2023-08-17,3395,135,50,110.7,3.98,37.04,0.82,8054,401,9,112.12,4.98,2.24,0.28
2023-08-18,5995,239,88,219.88,3.99,36.82,0.92,8764,437,31,80.72,4.99,7.09,0.18
2023-08-19,5938,237,79,334.17,3.99,33.33,1.41,11458,571,27,65.58,4.98,4.73,0.11
2023-08-20,4492,179,64,132.46,3.98,35.75,0.74,9869,492,25,93.08,4.99,5.08,0.19
2023-08-21,4167,166,55,97.94,3.98,33.13,0.59,8412,419,47,96.94,4.98,11.22,0.23
2023-08-22,5616,224,73,183.68,3.99,32.59,0.82,7667,382,18,80.51,4.98,4.71,0.21
2023-08-23,4062,162,56,97.2,3.99,34.57,0.6,10370,517,41,118.22,4.99,7.93,0.23
2023-08-24,5156,206,67,129.78,4.0,32.52,0.63,8394,418,26,65.88,4.98,6.22,0.16
2023-08-25,4065,162,62,173.34,3.99,38.27,1.07,7098,354,5,77.82,4.99,1.41,0.22
2023-08-26,4209,168,54,94.08,3.99,32.14,0.56,11070,552,30,119.89,4.99,5.43,0.22
2023-08-27,5982,239,85,126.67,4.0,35.56,0.53,7421,370,10,94.97,4.99,2.7,0.26
2023-08-28,5445,217,72,262.57,3.99,33.18,1.21,10650,531,52,116.42,4.99,9.79,0.22
2023-08-29,3633,145,52,124.7,3.99,35.86,0.86,11157,556,24,105.4,4.98,4.32,0.19
2023-08-30,4156,166,55,104.58,3.99,33.13,0.63,8132,405,52,136.06,4.98,12.84,0.34
2023-08-31,4238,169,52,126.75,3.99,30.77,0.75,8702,434,27,107.82,4.99,6.22,0.25
2023-09-01,3732,149,54,169.86,3.99,36.24,1.14,10620,530,44,61.19,4.99,8.3,0.12
2023-09-02,3234,129,43,100.62,3.99,33.33,0.78,10190,508,8,88.23,4.99,1.57,0.17
2023-09-03,5705,228,81,225.72,4.0,35.53,0.99,7597,379,17,71.44,4.99,4.49,0.19
2023-09-04,3750,150,50,93.0,4.0,33.33,0.62,7391,368,13,133.97,4.98,3.53,0.36
2023-09-05,5635,225,72,245.25,3.99,32.0,1.09,8075,403,17,68.32,4.99,4.22,0.17
2023-09-06,3953,158,60,129.56,4.0,37.97,0.82,9650,481,39,91.02,4.98,8.11,0.19
2023-09-07,5539,221,81,249.73,3.99,36.65,1.13,9384,468,57,78.09,4.99,12.18,0.17
2023-09-08,5960,238,80,311.78,3.99,33.61,1.31,7809,389,57,127.74,4.98,14.65,0.33
2023-09-09,4542,181,63,200.91,3.99,34.81,1.11,10309,514,5,84.69,4.99,0.97,0.16
2023-09-10,4197,167,63,133.6,3.98,37.72,0.8,10738,535,20,139.35,4.98,3.74,0.26
2023-09-11,4676,187,63,142.12,4.0,33.69,0.76,8159,407,26,63.09,4.99,6.39,0.16
2023-09-12,4191,167,56,138.61,3.98,33.53,0.83,8531,425,30,70.26,4.98,7.06,0.17
2023-09-13,5217,208,74,137.28,3.99,35.58,0.66,11976,597,46,77.97,4.98,7.71,0.13
2023-09-14,4416,176,59,119.68,3.99,33.52,0.68,9682,483,7,124.89,4.99,1.45,0.26
2023-09-15,5993,239,87,308.31,3.99,36.4,1.29,7253,361,58,130.28,4.98,16.07,0.36
2023-09-16,5842,233,80,205.04,3.99,34.33,0.88,10548,526,19,65.72,4.99,3.61,0.12
2023-09-17,5681,227,75,213.38,4.0,33.04,0.94,10185,508,20,62.6,4.99,3.94,0.12
2023-09-18,4217,168,61,183.12,3.98,36.31,1.09,8231,410,56,119.56,4.98,13.66,0.29
2023-09-19,4540,181,57,197.29,3.99,31.49,1.09,9423,470,39,70.67,4.99,8.3,0.15
2023-09-20,5076,203,81,115.71,4.0,39.9,0.57,10575,527,59,70.64,4.98,11.2,0.13
2023-09-21,4445,177,69,235.41,3.98,38.98,1.33,11261,562,17,61.79,4.99,3.02,0.11
2023-09-22,5386,215,77,146.2,3.99,35.81,0.68,8573,427,57,63.98,4.98,13.35,0.15
2023-09-23,4519,180,65,219.6,3.98,36.11,1.22,9908,494,53,81.09,4.99,10.73,0.16
2023-09-24,4388,175,63,222.25,3.99,36.0,1.27,11712,584,16,65.2,4.99,2.74,0.11
2023-09-25,4856,194,65,234.74,4.0,33.51,1.21,8625,430,39,89.51,4.99,9.07,0.21
2023-09-26,4365,174,62,187.92,3.99,35.63,1.08,10998,548,31,126.62,4.98,5.66,0.23
2023-09-27,3499,139,44,70.89,3.97,31.65,0.51,10883,543,21,86.11,4.99,3.87,0.16
2023-09-28,4680,187,67,160.82,4.0,35.83,0.86,10515,524,34,118.23,4.98,6.49,0.23
2023-09-29,3510,140,53,154.0,3.99,37.86,1.1,10403,519,44,67.51,4.99,8.48,0.13
2023-09-30,3216,128,42,113.92,3.98,32.81,0.89,11598,578,10,112.75,4.98,1.73,0.2
2023-10-01,4324,172,57,233.92,3.98,33.14,1.36,11680,582,14,85.34,4.98,2.41,0.15
2023-10-02,4155,166,52,134.46,4.0,31.33,0.81,8958,447,5,119.98,4.99,1.12,0.27
2023-10-03,4827,193,74,152.47,4.0,38.34,0.79,11009,549,37,70.9,4.99,6.74,0.13
2023-10-04,4810,192,64,147.84,3.99,33.33,0.77,9735,485,55,131.83,4.98,11.34,0.27
2023-10-05,5492,219,75,181.77,3.99,34.25,0.83,11491,573,42,79.41,4.99,7.33,0.14
2023-10-06,5923,236,84,250.16,3.98,35.59,1.06,10174,507,22,88.25,4.98,4.34,0.17
2023-10-07,4205,168,60,203.28,4.0,35.71,1.21,7401,369,23,136.01,4.99,6.23,0.37
2023-10-08,5214,208,76,241.28,3.99,36.54,1.16,7974,397,26,106.28,4.98,6.55,0.27
2023-10-09,3090,123,41,161.13,3.98,33.33,1.31,7223,360,19,89.26,4.98,5.28,0.25
2023-10-10,3713,148,46,205.72,3.99,31.08,1.39,11613,579,41,135.97,4.99,7.08,0.23
2023-10-11,4881,195,61,257.4,4.0,31.28,1.32,7235,361,20,86.33,4.99,5.54,0.24
2023-10-12,3038,121,39,62.92,3.98,32.23,0.52,10498,523,45,67.59,4.98,8.6,0.13
2023-10-13,3172,126,39,156.24,3.97,30.95,1.24,11211,559,41,139.75,4.99,7.33,0.25
2023-10-14,3652,146,49,103.66,4.0,33.56,0.71,10234,510,32,81.43,4.98,6.27,0.16
2023-10-15,3753,150,59,94.5,4.0,39.33,0.63,7225,360,8,128.1,4.98,2.22,0.36
2023-10-16,4243,169,57,192.66,3.98,33.73,1.14,9277,463,29,73.24,4.99,6.26,0.16
2023-10-17,4081,163,55,133.66,3.99,33.74,0.82,11277,562,16,118.51,4.98,2.85,0.21
2023-10-18,4683,187,65,104.72,3.99,34.76,0.56,8341,416,39,101.96,4.99,9.38,0.25
2023-10-19,5523,220,74,140.8,3.98,33.64,0.64,11036,550,46,138.47,4.98,8.36,0.25
2023-10-20,3455,138,47,69.0,3.99,34.06,0.5,7209,359,58,104.23,4.98,16.16,0.29
2023-10-21,3828,153,56,214.2,4.0,36.6,1.4,10727,535,27,62.0,4.99,5.05,0.12
2023-10-22,3894,155,58,80.6,3.98,37.42,0.52,10928,545,36,108.31,4.99,6.61,0.2
2023-10-23,4384,175,66,124.25,3.99,37.71,0.71,11989,598,33,71.63,4.99,5.52,0.12
2023-10-24,4958,198,79,182.16,3.99,39.9,0.92,9803,489,35,123.88,4.99,7.16,0.25
2023-10-25,5434,217,78,186.62,3.99,35.94,0.86,8109,404,15,128.53,4.98,3.71,0.32
2023-10-26,4996,199,80,280.59,3.98,40.2,1.41,9026,450,14,98.57,4.99,3.11,0.22
2023-10-27,5395,215,71,116.1,3.99,33.02,0.54,7393,368,48,122.66,4.98,13.04,0.33
2023-10-28,3189,127,54,128.27,3.98,42.52,1.01,7843,391,22,71.61,4.99,5.63,0.18
2023-10-29,3504,140,47,165.2,4.0,33.57,1.18,8524,425,8,99.37,4.99,1.88,0.23
2023-10-30,4214,168,57,240.24,3.99,33.93,1.43,7603,379,46,91.52,4.98,12.14,0.24
2023-10-31,4531,181,62,202.72,3.99,34.25,1.12,7581,378,13,108.91,4.99,3.44,0.29
2023-11-01,3823,152,52,197.6,3.98,34.21,1.3,8939,446,7,63.56,4.99,1.57,0.14
2023-11-02,3928,157,55,91.06,4.0,35.03,0.58,7132,355,12,120.17,4.98,3.38,0.34
2023-11-03,3933,157,52,139.73,3.99,33.12,0.89,9838,491,37,66.33,4.99,7.54,0.14
2023-11-04,4140,165,61,143.55,3.99,36.97,0.87,10385,518,26,112.52,4.99,5.02,0.22
2023-11-05,3133,125,40,173.75,3.99,32.0,1.39,10770,537,59,61.48,4.99,10.99,0.11
2023-11-06,5105,204,74,132.6,4.0,36.27,0.65,9268,462,26,126.55,4.98,5.63,0.27
2023-11-07,3684,147,59,95.55,3.99,40.14,0.65,7975,398,11,73.98,4.99,2.76,0.19
2023-11-08,5719,228,78,189.24,3.99,34.21,0.83,8813,439,45,101.24,4.98,10.25,0.23
2023-11-09,5220,208,76,114.4,3.98,36.54,0.55,10263,512,56,80.92,4.99,10.94,0.16
2023-11-10,4852,194,70,131.92,4.0,36.08,0.68,8543,426,38,117.81,4.99,8.92,0.28
2023-11-11,3814,152,64,223.44,3.99,42.11,1.47,9835,490,12,85.71,4.98,2.45,0.17
2023-11-12,4172,166,55,154.38,3.98,33.13,0.93,9738,486,33,117.97,4.99,6.79,0.24
2023-11-13,3079,123,47,138.99,3.99,38.21,1.13,8357,417,50,82.79,4.99,11.99,0.2
2023-11-14,5933,237,74,291.51,3.99,31.22,1.23,11134,555,57,120.2,4.98,10.27,0.22
2023-11-15,3202,128,42,111.36,4.0,32.81,0.87,8316,415,56,62.45,4.99,13.49,0.15
2023-11-16,5811,232,82,150.8,3.99,35.34,0.65,7161,357,56,82.66,4.99,15.69,0.23
2023-11-17,4252,170,66,120.7,4.0,38.82,0.71,8909,444,13,99.89,4.98,2.93,0.22
2023-11-18,4699,187,59,151.47,3.98,31.55,0.81,8127,405,27,63.6,4.98,6.67,0.16
2023-11-19,4250,170,63,193.8,4.0,37.06,1.14,10870,542,25,74.88,4.99,4.61,0.14
2023-11-20,4682,187,65,168.3,3.99,34.76,0.9,8658,432,49,134.76,4.99,11.34,0.31
2023-11-21,4555,182,56,92.82,4.0,30.77,0.51,10125,505,10,138.15,4.99,1.98,0.27
2023-11-22,5094,203,71,207.06,3.99,34.98,1.02,8963,447,50,119.18,4.99,11.19,0.27
2023-11-23,4256,170,68,241.4,3.99,40.0,1.42,9289,463,27,80.18,4.98,5.83,0.17
2023-11-24,4549,181,57,237.11,3.98,31.49,1.31,7966,397,59,80.84,4.98,14.86,0.2
2023-11-25,4166,166,57,220.78,3.98,34.34,1.33,7889,393,47,111.66,4.98,11.96,0.28
2023-11-26,4396,175,56,227.5,3.98,32.0,1.3,10061,502,35,69.41,4.99,6.97,0.14
2023-11-27,5703,228,77,186.96,4.0,33.77,0.82,10629,530,35,135.86,4.99,6.6,0.26
2023-11-28,3470,138,55,175.26,3.98,39.86,1.27,10189,508,12,77.99,4.99,2.36,0.15
2023-11-29,4035,161,54,103.04,3.99,33.54,0.64,9748,486,52,139.97,4.99,10.7,0.29
2023-11-30,4353,174,67,201.84,4.0,38.51,1.16,8666,432,28,99.66,4.98,6.48,0.23
2023-12-01,5783,231,86,263.34,3.99,37.23,1.14,10066,502,40,121.71,4.99,7.97,0.24
2023-12-02,5831,233,79,123.49,4.0,33.91,0.53,8441,421,28,60.17,4.99,6.65,0.14
2023-12-03,3967,158,52,203.82,3.98,32.91,1.29,8067,402,44,131.1,4.98,10.95,0.33
2023-12-04,3357,134,42,187.6,3.99,31.34,1.4,11223,560,43,81.6,4.99,7.68,0.15
2023-12-05,3667,146,46,112.42,3.98,31.51,0.77,9923,495,11,113.43,4.99,2.22,0.23
2023-12-06,3372,134,48,175.54,3.97,35.82,1.31,11253,561,25,124.51,4.99,4.46,0.22
2023-12-07,4031,161,56,93.38,3.99,34.78,0.58,10856,541,59,73.13,4.98,10.91,0.14
2023-12-08,4145,165,54,181.5,3.98,32.73,1.1,7826,390,45,95.4,4.98,11.54,0.24
2023-12-09,4371,174,53,172.26,3.98,30.46,0.99,11607,579,36,99.51,4.99,6.22,0.17
2023-12-10,5723,228,80,239.4,3.98,35.09,1.05,10985,548,20,84.97,4.99,3.65,0.16
2023-12-11,3089,123,40,175.89,3.98,32.52,1.43,9092,453,29,98.54,4.98,6.4,0.22
2023-12-12,5745,229,79,313.73,3.99,34.5,1.37,10179,508,25,85.4,4.99,4.92,0.17
2023-12-13,3539,141,50,181.89,3.98,35.46,1.29,11538,575,20,88.86,4.98,3.48,0.15
2023-12-14,5779,231,68,177.87,4.0,29.44,0.77,10901,544,56,113.55,4.99,10.29,0.21
2023-12-15,3868,154,46,217.14,3.98,29.87,1.41,9362,467,40,110.61,4.99,8.57,0.24
2023-12-16,3040,121,53,72.6,3.98,43.8,0.6,9224,460,14,78.58,4.99,3.04,0.17
2023-12-17,3739,149,49,201.15,3.99,32.89,1.35,8726,435,39,131.8,4.99,8.97,0.3
2023-12-18,4946,197,56,163.51,3.98,28.43,0.83,9006,449,13,129.02,4.99,2.9,0.29
2023-12-19,5549,221,70,121.55,3.98,31.67,0.55,7266,362,26,100.73,4.98,7.18,0.28
2023-12-20,4224,168,71,196.56,3.98,42.26,1.17,7837,391,26,94.66,4.99,6.65,0.24
2023-12-21,3928,157,51,114.61,4.0,32.48,0.73,11584,578,8,90.15,4.99,1.38,0.16
2023-12-22,5036,201,76,148.74,3.99,37.81,0.74,11797,588,23,116.58,4.98,3.91,0.2
2023-12-23,5508,220,77,178.2,3.99,35.0,0.81,7686,383,21,113.73,4.98,5.48,0.3
2023-12-24,5779,231,78,129.36,4.0,33.77,0.56,10361,517,11,75.69,4.99,2.13,0.15
2023-12-25,5799,231,84,157.08,3.98,36.36,0.68,7356,367,13,113.72,4.99,3.54,0.31
2023-12-26,3924,156,42,79.56,3.98,26.92,0.51,10815,539,47,80.19,4.98,8.72,0.15
2023-12-27,5956,238,76,226.1,4.0,31.93,0.95,7871,392,49,61.48,4.98,12.5,0.16
2023-12-28,4581,183,61,106.14,3.99,33.33,0.58,8973,447,42,115.94,4.98,9.4,0.26
2023-12-29,3389,135,40,159.3,3.98,29.63,1.18,11647,581,23,111.58,4.99,3.96,0.19
2023-12-30,4617,184,61,136.16,3.99,33.15,0.74,8810,439,51,92.86,4.98,11.62,0.21
2023-12-31,5930,237,87,341.28,4.0,36.71,1.44,11418,569,52,102.05,4.98,9.14,0.18
2024-01-01,3255,130,46,178.1,3.99,35.38,1.37,9641,481,41,135.77,4.99,8.52,0.28
2024-01-02,3708,148,58,116.92,3.99,39.19,0.79,9228,460,51,107.62,4.98,11.09,0.23
2024-01-03,4838,193,68,247.04,3.99,35.23,1.28,10391,518,12,112.63,4.99,2.32,0.22
2024-01-04,4944,197,73,256.1,3.98,37.06,1.3,11178,557,49,65.11,4.98,8.8,0.12
2024-01-05,5497,219,76,326.31,3.98,34.7,1.49,9350,466,54,73.28,4.98,11.59,0.16
2024-01-06,3009,120,39,132.0,3.99,32.5,1.1,11357,566,46,84.08,4.98,8.13,0.15
2024-01-07,5871,234,89,135.72,3.99,38.03,0.58,11879,592,59,103.15,4.98,9.97,0.17
2024-01-08,3797,151,49,173.65,3.98,32.45,1.15,9739,486,8,122.13,4.99,1.65,0.25
2024-01-09,3876,155,55,173.6,4.0,35.48,1.12,9730,485,24,85.7,4.98,4.95,0.18
2024-01-10,4028,161,60,183.54,4.0,37.27,1.14,8318,415,13,88.51,4.99,3.13,0.21
2024-01-11,4015,160,60,129.6,3.99,37.5,0.81,8535,425,51,80.49,4.98,12.0,0.19
2024-01-12,4824,192,61,261.12,3.98,31.77,1.36,11784,588,59,80.37,4.99,10.03,0.14
2024-01-13,3373,134,52,195.64,3.97,38.81,1.46,9443,471,30,135.91,4.99,6.37,0.29
2024-01-14,5193,207,67,149.04,3.99,32.37,0.72,8772,437,31,110.84,4.98,7.09,0.25
2024-01-15,3223,128,48,75.52,3.97,37.5,0.59,10209,509,21,72.47,4.99,4.13,0.14
2024-01-16,4262,170,62,117.3,3.99,36.47,0.69,11934,595,7,117.78,4.99,1.18,0.2
2024-01-17,5224,208,76,274.56,3.98,36.54,1.32,7877,393,15,117.76,4.99,3.82,0.3
2024-01-18,4802,192,61,226.56,4.0,31.77,1.18,9870,492,27,113.32,4.98,5.49,0.23
2024-01-19,3852,154,56,175.56,4.0,36.36,1.14,10200,509,24,70.78,4.99,4.72,0.14
2024-01-20,3062,122,48,109.8,3.98,39.34,0.9,11144,556,40,92.64,4.99,7.19,0.17
2024-01-21,4240,169,60,182.52,3.99,35.5,1.08,10747,536,37,68.54,4.99,6.9,0.13
2024-01-22,5874,234,77,189.54,3.98,32.91,0.81,9836,490,41,125.33,4.98,8.37,0.26
2024-01-23,5842,233,86,228.34,3.99,36.91,0.98,7292,363,20,112.41,4.98,5.51,0.31
2024-01-24,3688,147,52,189.63,3.99,35.37,1.29,8651,431,11,100.58,4.98,2.55,0.23
2024-01-25,4484,179,54,264.92,3.99,30.17,1.48,11631,580,8,87.44,4.99,1.38,0.15
2024-01-26,4633,185,60,264.55,3.99,32.43,1.43,11406,569,5,74.74,4.99,0.88,0.13
2024-01-27,5152,206,69,294.58,4.0,33.5,1.43,7536,376,16,68.52,4.99,4.26,0.18
2024-01-28,3510,140,56,126.0,3.99,40.0,0.9,9686,483,13,137.54,4.99,2.69,0.28
2024-01-29,3384,135,53,130.95,3.99,39.26,0.97,7233,360,56,75.97,4.98,15.56,0.21
2024-01-30,3404,136,54,164.56,4.0,39.71,1.21,9652,481,6,64.79,4.98,1.25,0.13
2024-01-31,5870,234,83,332.28,3.99,35.47,1.42,9374,467,41,136.93,4.98,8.78,0.29
2024-02-01,3517,140,53,89.6,3.98,37.86,0.64,9272,462,55,103.92,4.98,11.9,0.22
2024-02-02,3475,139,42,111.2,4.0,30.22,0.8,7966,397,51,123.73,4.98,12.85,0.31
2024-02-03,5000,200,70,128.0,4.0,35.0,0.64,7889,393,47,63.5,4.98,11.96,0.16
2024-02-04,5756,230,82,255.3,4.0,35.65,1.11,10863,542,31,105.36,4.99,5.72,0.19
2024-02-05,4668,186,59,150.66,3.98,31.72,0.81,10400,519,36,91.86,4.99,6.94,0.18
2024-02-06,4893,195,69,161.85,3.99,35.38,0.83,7034,351,51,121.76,4.99,14.53,0.35
2024-02-07,5818,232,89,132.24,3.99,38.36,0.57,11542,576,29,63.07,4.99,5.03,0.11
2024-02-08,4460,178,65,151.3,3.99,36.52,0.85,10523,525,31,92.14,4.99,5.9,0.18
2024-02-09,5724,228,84,310.08,3.98,36.84,1.36,8763,437,59,123.93,4.99,13.5,0.28
2024-02-10,3713,148,39,108.04,3.99,26.35,0.73,10291,513,47,101.82,4.98,9.16,0.2
2024-02-11,3082,123,50,147.6,3.99,40.65,1.2,9488,473,40,104.0,4.99,8.46,0.22
2024-02-12,4168,166,57,187.58,3.98,34.34,1.13,9700,484,55,67.77,4.99,11.36,0.14
2024-02-13,5504,220,73,299.2,4.0,33.18,1.36,8558,427,43,70.59,4.99,10.07,0.17
2024-02-14,4901,196,67,123.48,4.0,34.18,0.63,11690,583,48,114.16,4.99,8.23,0.2
2024-02-15,5048,201,62,297.48,3.98,30.85,1.48,9276,462,22,114.0,4.98,4.76,0.25
2024-02-16,3050,122,47,131.76,4.0,38.52,1.08,11006,549,57,138.33,4.99,10.38,0.25
2024-02-17,3684,147,49,220.5,3.99,33.33,1.5,11439,570,56,116.96,4.98,9.82,0.21
2024-02-18,3716,148,48,208.68,3.98,32.43,1.41,8103,404,7,99.46,4.99,1.73,0.25
2024-02-19,4469,178,61,128.16,3.98,34.27,0.72,8419,420,48,128.59,4.99,11.43,0.31
